atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
322,Magnet mountain attracts everything,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=322,
325,"The Magician and his Apprentice,",TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=325,"The father put to a test recognizes his son. The son as horse, ring, etc. rescues himself from the power of his master. I. Learning Magic. (a) A father gives his son to a magician to teach, (b) but must be able to recognize him in his animal form at…"
326,The Youth Who Wanted to Learn What Fear Is,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=326,"Various episodes: in the church tower, under the gallows, etc. Cf. Types 1159 , 1160 .  I. Quest: To Meet Fear. A youth who does not know what fear is goes out to find it.   II. Experiences. He tries various frightful experiences:  (a) playing cards with devil in church; (b) stealing clothes from a ghost; (c) staying at night under a gallows, (d) in a cemetery, or (e) in a haunted house where a dead man's members fall down the chimney; (f) vanquishing ghost like cats; (g) playing ninepins with a reassembled dead man; (h) being shaved by barber-ghost; (i) cutting devil's finger nails.   III. Learning Fear. After his wedding he learns fear when cold water is thrown on him or eels are put down his back while he is asleep."
327,The Children and the Ogre,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=327,"I. Arrival at Ogre's House.   (a) Children are abandoned by poor parents in a wood   (b) but they find their way back by cloth shreds or pebbles that they have dropped;   (c) the third time birds eat their breadcrumbs, or grain clue and   (d) they wander until they come to a gingerbread house which belongs to a witch; or   (e) a very small hero (thumbling) and his brothers stay at night at the ogre's house; or   (f) the ogre carries the child home in a sack;   (g) the child substitutes a stone in the sack twice but is finally captured.   II. The Ogre Deceived. The ogre smells human flesh and has the children imprisoned and fattened.   (b) When his finger is to be cut to test his fatness the hero sticks out a bone or piece of wood.   (c) The exchange of caps, (d) the ogre's wife or child burned in his own oven (Type 1121 ), or   (e) the hero by singing induces the ogre to free them, or   (f) the hero to be hanged feigns ignorance and has ogre show him how, or   (g) hero feigns inability to sleep until ogre brings certain objects and escapes while ogre hunts the object.   III. Escape. (a) The children are carried across the water by ducks (or angels), or   (b) they throw back magic objects which become obstacles in the ogre's path, or   (c) they transform themselves, or (d) the ogre (ogress) tries to drink the pond empty and bursts, or   (e) the ogre is misdirected and loses them.   Variants 327A. The Children With the Witch The parents abandon their children in the wood. The gingerbread house. The boy fattened; the witch thrown into the oven. Cf Type 1121 . The children acquire her treasure. See analysis: I a, b, c, d; II a, b, d; III.   327B. The Small Boy Defeats the Ogre The dwarf and his brother in the giant's house. The nightcaps of the children are exchanged. Cf Types 700 , 1119 . See analysis: I e; II; IV.   327C. The Devill/Witch Carries the Hero Home in a Sack The wife or daughter are to cook him, but are thrown into the oven themselves. Cf. Type 1121 . See analysis: I f; II d.   327D. The Kiddelkaddelkar. The children in the ogre's house are protected by his wife but discovered. They are to be hanged, but the ogre is persuaded to show them how it is done. He is released only when he promises them a ""kiddelkaddelkar"" and much treasure. They flee. The…   327E. Abandoned Children Escape from Burning Barn. Abandoned Children Escape from Burning Barn. Return after long time and astonish parents.   327F. The Witch and the Fisher Boy Witch has her tongue made thin by a blacksmith so as to change her voice [F556.2, K1832]. She thus entices the fisher boy [ G413 ].   327G. The Boy at the Devil's/Witch's House The daughters are to cook him, but are killed by him. The devil is then killed. With his corpse the robbers are frightened from the tree. [G512.3.2.1, K335.1.2.1]. Cf. Type 334 ."
328,The Treasures of the Giant,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=328,"Jack and the Beanstalk. The horse, the light, etc. Finally the giant is killed. Sometimes joined with Type 327 . Cf also Types 531 , 1525 . I. Expeditions to the Giant. (a) The hero sets out to steal from a giant in order to get revenge for former… Variants 328A. Jack and the Beanstalk"
329,Miss the Magic Mirror,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=329,"A man hides himself three times (in the belly of the fish, etc.). (Sometimes combined with Types 301 or 313 .) I. The Task. (a) A princess (devil) assigns her suitors the task of hiding themselves. (b) She has magic windows that give her magic sight.…"
330,The Smith Outwits the Devil,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=330,"I. Contract with Devil. A smith has made a contract with the devil so that in return for becoming a master-smith he is to belong to the devil after a certain time.  II. Receipt of Magic Object. (a) The Lord (St. Peter) visits the smith and teaches… Variants 330A. The Smith and the Devil The Savior and Peter; the three wishes; cf. Type 750 . Sticking to the bench, to the apple tree, etc. The smith is admitted neither into heaven nor hell. See analysis: I; II a, b, c, d; III a; IV a, b.   330B. The Devil in the Knapsack The smith hammers on the knapsack. The devil flees to an island, whither his adversary comes, or the latter is admitted into neither heaven nor hell. See analysis: II (a), (b), e; III a; IV a, b, (c).   330C. The winning cards Grant of magic pack of cards. Devil defeated and heaven entered with these. See analysis: II b, f; IV d, e.   330D. Bonhomme Misère Magic pear tree on which Death is caught. Misère must remain on earth. See analysis: II a, b, c; III a; IV a, b, f. Cf. Type 1186*."
331,The Spirit in the Bottle,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=331,The man frees the evil spirit from the bottle and receives in reward a wonderful remedy or the power to turn iron into silver (gold). He tricks the spirit into the bottle again. (Often combined with Types 330 or 332 .)
332,Godfather Death,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=332,"The man as doctor. Death at the feet of the sick man (the bed or the sick man turned around).  I. Death as Godfather. (a) A poor man chooses death as godfather, (b) since he considers him juster than either God or the Devil.  II. Death's Gifts. (a)…"
333,Little Red Riding Hood,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=333,"The wolf or other monster devours human beings until all of them are rescued alive from his belly. Cf. Types 123 , 2027 , 2028 .<br /> I. Wolf's Feast. (a) By masking as mother or grandmother the wolf deceives and devours (b) a little girl (Red Riding Hood)… Variants 333A. Cattarinetta Little girl goes to wolf (ogre) to borrow a pan in which to prepare pancake. On the way back to return pan with fritters, she eats them and substitutes horse dung (dirt). She then hides from the wolf. He unties the horse and eats her. (Sometimes she…   333B. The cannibal godfather (godmother) The little girl disregards the warning of friendly animals and visits the godfather (godmother). She is devoured."
334,In the Household of the Witch,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=334,Visit to house of a witch (or other horrible creature). Many gruesome and marvelous happenings. Lucky escape. Cf. Type 327G .
335,Death' Messengers,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=335,"Death promises the man to indicate his future. He gives him a blow, blindness, etc. But the man does not understand the signs and lives happily throughout."
336,Death washes his feet,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=336,"When death visits a house the youngest daughter is sent by her mother and her elder sisters for light to make a fire. On her way she meets a ghost. When she returns home, Death is washing his feet. The daughter asks about Death's strange looking… No examples in our database yet back to index"
360,The Three Apprentices and the Devil,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=360,"They receive money in return for the devil's power over them [ M211 ]. The host of the inn kills a man and the boys are accused. They have pledged themselves always to say the same words: »we three,» »for gold» »that was right» [C495.2.1, M175].…"
361,Bearskin,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=361,
363,The Vampire,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=363,"The bridegroom eats corpses in three churches [E251.3.1, G20]. He appears to his bride in the form of her father, her mother, etc. [D40, D610] and when she tells about his habit he devours her. No examples in our database yet"
365,Specter Bridegrooms,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=365,"He carries her behind on his horse. Says, »The moon shines bright, the dead ride fast,» etc. She is pulled into the grave [E2l5]. No examples in our database yet"
366,The Golden Arm,TALES OF MAGIC,Supernatural Adversaries,,300-399,index.php?action=atu&src=atu&id=366,"A man steals the heart, (liver, stomach, clothing) of one who has been hanged [E235.4, E236.1]. Gives it to his wife to eat. The ghost comes to claim his property and carries off the man. No examples in our database yet"
400,The Quest for a Lost Bride,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=400,"Magic objects or animals as helpers (as introduction frequently the Swan Maiden). I. The Hero. (a) A father unwittingly promises his son to a sea monster (giant, etc.). (b) The boy is adopted by a king. (c) The ogre wants to take the boy but cannot…"
401,The Princess Transformed into a Deer,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=401,"The prince a-hunting. Disenchants princess by spending three nights in a deserted castle. Quest for departed wife, as in Type 400 . Cf. Type 400 (I e, II b, c, III i, V, VI). Variants 401A. The Enchanted Princess in Her Castle The heroes rescue the princesses by keeping awake for three nights in succession, keeping silent, or refraining from looking into secret chambers, or otherwise. [ D753 ]. (Various episodes.)."
402,The Animal Bride,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=402,"The youngest of three brothers succeeds best in the quests set by his father. He brings the best cloth, the most beautiful bride, etc. The mouse (cat) who has helped him changes herself into a beautiful maiden."
403,The White and the Black Bride,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=403,
405,Jorinde and Joringel,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=405,"A witch turns the girl into a bird. The youth with the help of a magic object changes her back into her former shape. Motives D683.2 , D150 , D771"
407,The Flower Girl,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=407,"A maiden is transformed into a flower [ D212 ]. A man breaks a stalk of the flower and she becomes human again [ D711.4 ]. He takes her as his wife [ T101 ]. Cf. Type 652 . Variants 407A. The Bayberry Child Because of hasty wish of a barren mother she bears a bayberry. Eventual disenchantment and marriage to prince (as in Type 409A).   407B. The Devil's (Dead Man's) Mistress Her mother, father, brother and sister die; to be rid of her supernatural husband, she, too, dies. From her grave a flower springs up which changes into a girl. The prince (gentleman) rescues the girl from her former lover and weds her."
408,The Three Lemons,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=408,"The quest for the Orange Princess. The false bride. I. The Old Woman's Curse. A young prince insolently throws a stone and breaks an old woman's oil jar. She utters a curse: he is to fall in love with the three oranges (lemons, pomegranates,…"
409,The Girl in the Form of a Wolf,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=409,
410,The Sleeping Beauty,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=410,The king's daughter falls into a magic sleep. A prince breaks through the hedge surrounding the castle and disenchants the maiden. I. The Wished-for Child. A frog announces the birth of the much desired daughter of the king. II. The Fairies' Gifts.…
411,The King and the Lamia,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=411,"I. The Snake-Wife. A king sees, falls in love with, and marries a lovely girl who is actually a snake-woman [ B29.1 ].   II. Overcoming her Power. (a) His health deteriorates. (b) A fakir tells him to feed her salty food and to stay at night  and watch her. (c) She assumes her snake form and goes for water.   III. The Ashes. (a) An oven is heated red-hot and she is pushed in. (b) Among the ashes is found a pebble capable of turning anything it touches into gold [ D1469.10.1 ].   No examples in our database yet back to index"
413,Marriage by Stealing Clothing,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=413,"A youth comes upon a holy man (old woman) in the forest [ N825 ]. He is told not to go in a certain direction but does so [ Z211 ] and sees three lovely maidens bathing. The holy man agrees to help him, turns him into a bird, tells him to steal the… No examples in our database yet back to index"
424,The Youth Wed to a She-Devil,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Wife,400-424,index.php?action=atu&src=atu&id=424,
425,The Search for the Lost Husband,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=425,"Cf. also Types 430, 432, and 441 . I. The Monster as Husband. (a) A monster is born because of a hasty wish of the parents. (b) He is a man at night. (c) A girl promises herself as bride to the monster, (c1) to recover stolen clothes or jewels, (c2)… Variants 425A. Search for the Lost Husband The maiden on quest for her vanished bridegroom. Various introductions: Present from journey, father promises daughter or daughter promises self. Jephthah's vow. Attempt to evade promise. Sometimes: louse fattened (Cf. Type 621). Sometimes the…   425B. The Disenchanted Husband: the Witch's Tasks Present from journey or other promise to supernatural husband, marriage. Tabu broken. Search for vanished husband leads to house of witch who has enchanted him. Heroine as servant, given difficult or impossible tasks. Sometimes visits to second witch…   425C. Beauty and the Beast Father stays overnight in mysterious palace and takes a rose. Must promise daughter to animal (or she goes voluntarily). Tabu: overstaying at home. She finds the husband almost dead. Disenchants him by embrace. (No search, no tasks.) Analysis I b, c,…   425D. Vanished Husband Learned of by Keeping Inn I. Introductions: (a) A prince learns from an old woman's malediction about his birth and his future [M301.2.1, S375]. He masks as stable boy at the palace [ K1816.0.3 ]. He and the princess elope [ T91.6.4 ]. A bird steals a jewel and he pursues,…   425E. Enchanted Husband Sings Lullaby Enchanted husband (not animal) found in underground palace. Tabu: looking, keyhole or padlock on body which discloses strange objects. She cries out and awakens the husband. Search following ball of yarn [ H1226.4 ]. She gives birth to child in a…   425G. Recognition When Heroine Tells Her Story   425H. Short form of the tale Girl promised to animal: Jepththah's vow [ S241 ]. Gift from the journey or king lost in forest. Girl rides away on animal's tail.   425J. Service in Hell to Release Enchanted Husband Looking tabu. Various tests in hell.   425K. Search in Men's Clothing Gift from the journey. Snake husband. At separation she is given magic hairs and a ring or jewel as life index. She wanders disguised as a man. Tested as to whether she is man or woman [ H1578.1 ]. Attempted seduction by queen. Husband arrives at…   425L. The Padlock on the Enchanted Husband Looking tabu. Padlock or keyhole in husband's body with extraordinary things within. Wife cries out and wakes him. At separation wife is pregnant. Spell broken at birth of child. Cf. 425E.   425M. Bathing Girl's Carments Kept   425N. The Bird Husband Tabus: skin burning, looking, gossiping. Heroine in service at palace given difficult tasks (cf. Type 425B). Would-be seducers enchanted (cf. Type 313)."
426,Snow White and Rose Red,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=426,The girls let the bear into the hut. They rescue an ungrateful dwarf from death. The bear kills the dwarf. The bear changes into a prince who has been enchanted by the dwarf.
428,The Wolf,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=428,"A maiden in the service of a witch. Assigned seemingly impossible tasks, among others to deliver to another witch a letter with instructions to kill the maiden. A wolf helps her to escape. The wolf is thereby disenchanted and becomes a prince who… No examples in our database yet back to index"
430,Prince Donkey,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=430,"The prince transformed to an ass. Plays a lyre and is entertained at king's court. Becomes husband of a princess who disenchants him. For analysis see Type 425 (I a, II b)."
431,The Waldhaus,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=431,"Three maidens one after the other sent into the wood. Kind and unkind. Animals disenchanted. (Cf. Type 480 .) Their clue of grain (lentils) is eaten by birds [R135, R135.1]. They come to a house where they find an old man [ D1890 ], a cock [ D166.1.1 ], a…"
432,The Bird Lover,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=432,Visits to the princess. The wicked stepmother. The wound on the window ledge. I. The Bird Lover. (a) A prince in the form of a bird flies to a beautiful maiden. (b) When in her presence he becomes a man. II. The Lover Wounded. The cruel stepmother…
434,The Stolen Mirror.,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=434,The princess as doctor cures the lovesick prince. A youth receives magic power from his teacher. Through its use he goes to a distant land where he steals from a beautiful princess her mirror an her picture. He returns home and takes sick from love.… No examples in our database yet back to index
437,The Supplanted Bride (The Needle Prince),TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=437,"The maiden finds a seemingly dead prince whose body is covered with pins and needles and begins to remove them, or she must weep a jug full of tears or spend three sleepless nights by the coffin [D762, D759.7]. As the task is almost completed she… No examples in our database yet back to index"
440,The Frog King,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=440,"A maiden promises herself to a frog in a spring. The frog comes to the door, the table, the bed. Turns into a prince. I. Promise to Marry the Frog. (a) To the youngest of three sisters a frog in a spring gives clear water (a ball thrown into the…"
441,In Enchanted Skin,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=441,"A childless woman gives birth to a hedgehog [C758.1, T554]. The king unwittingly promises the hedgehog his daughter when the latter shows him the way out of the forest [ S226 ]. The hedgehog takes the bride [ B641.5 ]. His hedgehog's skin is burnt, and…"
442,The Old Woman in the Wood,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=442,The maiden disenchants [ D700 ] a prince whom an evil woman [ G263 ] has transformed into a tree [ D215 ]. She gets the magic ring [ D1076 ] from the old woman's house. Marriage [ L162 ].
449,The Tsar's Dog – Sidi Numan,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Husband,425-449,index.php?action=atu&src=atu&id=449,
450,Brother and Sister,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Brother or Sister,450-459,index.php?action=atu&src=atu&id=450,"The boy is turned into a roe by the cruel stepmother. Lives with his sister in the forest. The king marries the sister. Her stepmother usurps her place as wife. Disclosure, punishment, and reunion. Cf. Types 403 , 480 , 533 . I. Cruel Stepmother. A… Variants 450A. The Brother Transformed to a Snake See analysis of 450. III. (c) A brother and sister are driven forth by their stepmother. The boy kills a snake. A flowering tree grows from its body. The girl puts one of the flowers on her brother and he is changed into a snake. IV. (b) The brother…"
451,"The Nurse looking for her Brothers,",TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Brother or Sister,450-459,index.php?action=atu&src=atu&id=451,"The twelve brothers are changed into ravens. Cf. The Speechless Princess, Types 705 , 710 . I. The Brothers and their Sister. (a) Seven (twelve) brothers have a younger sister. (b) The parents have promised the death of the brothers if a daughter is… Variants 451A. The Sister Seeking her Nine Brothers She sets forth with the mare whose offspring are the steeds of her nine brothers. Contrary to warning the girl obeys a fairy and goes bathing. The fairy takes the girl's clothes as carriage and leaves in their place her own rags and a hog harnessed…"
452,The Maiden Who Seeks her Brother,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Brother or Sister,450-459,index.php?action=atu&src=atu&id=452,
453,The Maiden Who Seeks her Brother,TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Brother or Sister,450-459,index.php?action=atu&src=atu&id=453,
459,The Make-Believe Son (Daughter),TALES OF MAGIC,Supernatural or Enchanted Wife (Husband) or Other Relative,Brother or Sister,450-459,index.php?action=atu&src=atu&id=459,The king turns out his eldest queen because she is childless. The maidservant informs the king that the queen has borne (a) a son or (b) a daughter but that the king must not see it. The queen is supplied a house and food. After some years the king… No examples in our database yet back to index
461,Three Hairs of the Devil,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=461,"Prophecy, Urias letter, and resultant marriage; cf. Type 930 . I. Introduction. Prophecy that a youth is to become the king's son-in-law. Vain attempts to prevent the marriage. II. Quest for Devil's Hairs. (a) The hero is sent on a quest to hell to… Variants 461A. The Journey to the Deity for Advice or Repayment Cf. Type 460A . I. The Quest. A poor man sets out to seek a deity to recover lost gold, to seek advice, or for other reasons. II. The questions. On his way, various questions are given to which he is asked to find the answers: (a) Persons with various…"
462,The Outcast Queens and the Ogress Queen,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=462,"Cf. Type 590 . I. The Ogress Queen. (a) Men in a forest are pursued by an ogress who takes on the form of a lovely girl [G264, G369.1.5]. (b) A king hunting in the forest [ G405 ] sees the lovely girl and takes her as his queen. II. The Blinded queens.…"
463,The Witch in the Stone Boat,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=463,
465,Man persecuted for his beautiful wife,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=465,"I. Obtaining the Beautiful Wife. (a) The hero steals the clothing of a bathing girl (swan maiden) and gives them back only if she will marry him [D361.1, K1335], or (b) he receives his wife from God. II. The Tasks. (a) The envious king covets the… Variants 465A. The Quest for the Unkown The King desires a man's wife and order his to search for the unknown   465B. The Quest for the Living Harp The King desires a man's wife and order him to search for the living harp   465C. A Journey to the Other World The King desires a man's wife and order him to bring something back from another world   465D. Animal Brothers Help the Hero They steal the clothes of a bathing girl (cf. Swan Maiden). Tasks: (a) To bring the tiger's milk; (b) The hero's bull, etc., must fight the king's animals. The youth's helpers perform the tasks; or the king is overcome and the youth becomes king. See…"
466,A Journey to the Other World,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=466,
468,The Towering Tree,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=468,Ascent on a tree which reaches the sky. On its branches lives a princess. No examples in our database yet back to index
470,Friends in Life and Death,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=470,The deceased friend followed into the other world. Cf. Type 471 . I. The Visit to the Other World. (a) Two friends pledge themselves never to part. One of them dies. (b) The living friend invites the dead to visit him on Christmas and goes with him… Variants 470A. The Offended Skull – Statue A skull (statue) is invited to dinner. Attends the dinner and takes his host off to the other world.   470B. The Land Where No One Dies
471,The Bridge to Another World,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=471,The youngest of three brothers crosses into the other world and sees extraordinary things which are later explained. I. The Quest. Three brothers one after the other set out to search for their lost sister. (b) On the way they are appointed to herd… Variants 471A. The Monk and the Bird Years seem moments while man listens to song of bird.
475,The Man as Heater of Hell's Kettle,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=475,"Bargain with the devil: seven years service without washing or combing. In the kettle in hell are his former masters. In payment he receives the sweepings which change into gold. The host at the inn robs him of his gold, but with the devil's help he…"
476,"Midwife (or Godparent, or Nurse) for the Elves",TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=476,
480,The Kind and the Unkind Girls,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=480,"The real daughter and the stepdaughter by the spring, or the rolling cake. Cf. Types 403 , 510A . I. Kind and Unkind Girls. (a) A real daughter and a stepdaughter or two sisters or (c) other girls, one kind and one unkind, go from home, the kind girl…"
485,Borma Jarizhka,TALES OF MAGIC,Supernatural Tasks,,460-499,index.php?action=atu&src=atu&id=485,"On instructions of the tsar the hero sets off to Babylon to get the crown. He steals the crown and burns the snakes which were sent after him. He comes to a one-eyed giant, blinds him, and escapes from the cave under the belly of the giant (Cf. Type… No examples in our database yet back to index"
500,Rumpelstiltskin,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=500,
501,The Three Spinners,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=501,"Invited to the wedding. I. Spinning Assigned to Girl. (a) Through false boast of a girl's mother, or (b) of the girl herself, or (c) false reports by jealous servants a girl is compelled to spin an impossible amount (cf. Type 500). (d) She is to…"
502,The Wild Man,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=502,"The prince sets the prisoner free. The latter becomes his servant and helper. (The Ride on the Glass Mountain; cf. Type 530 . Rescue of the Princess from the Dragon, cf. Type 300 . Service as Shepherd; War or Other Adventures). The youth wins the…"
503,Helpful Elves,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=503,"Dwarfs take hump from hunchback and place it on another man. I. The Dwarfs' Favor. (a) A wanderer takes part in a dance of the witches or people from below the earth (elves, dwarfs) or plays for them; or (b) adds to their song by naming more days of…"
505,Grateful dead,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=505,"Through the assistance of the dead man the hero wins the princess and the castle [ E341.1 ]. (For detailed relationship see Types 506-508. Cf. also Types 513-514, and 545A and B.)"
506,The Rescued Princess,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=506,"I. The Grateful Dead Man. (a) The hero ransoms a corpse from creditors who refuse its burial. (b) The grateful dead man in the form of an old man, a servant, or a fox later helps the hero on condition that they are to divide all winnings. II. The… Variants 506A. The Princess Rescued from Slavery See analysis: I a, b; II a; III; IV; V.   506B. The Princess Rescued from Robbers See analysis: I a, b; II c; III; IV."
507,The Mistress of the Monster,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=507,
508,The Bride Won in a Tournement,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=508,I. The Grateful Dead Man. See Type 506 (I). II. The Tournament. The hero wins a bride in a tournament [ H331.2 ] by means of a horse or of weapons which he has received from the dead man [ H972 ]. III. The Dividing in Half. See Type 506 (V). No examples in our database yet back to index
510,Cinderella and Cap o' Rushes,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=510,"I. The Persecuted Heroine. (a) The heroine is abused by her stepmother and stepsisters and (a1) stays on the hearth or in the ashes and, (a2) is dressed in rough clothing - cap of rushes, wooden cloak, etc., (b) flees in disguise from her father who… Variants 510A. Persecuted Heroine The two stepsisters. The stepdaughter at the grave of her own mother, who helps her (milks the cow, shakes the apple-tree, helps the old man; cf. Type 480). Three fold visit to church (dance). Slipper test. See analysis: I a; II a, b; III a; IV a; V.   510B. Unnatural Love Present of the father who wants to marry his own daughter. The maiden as servant of the prince, who throws various objects at her. The three-fold visit to the church and the forgotten shoe. Marriage. Cf. Type 451 . See analysis: I b, III a; IV (a), b;…"
511,"One-Eye, Two-Eyes, and Three-Eyes",TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=511,
513,The Extraordinary Companions,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=513,"Cf. Types 301B , 571 . Variants 513A. The Wonderful Helpers The helpers perform various deeds for the hero at the king's court. See analysis (513, 514): II; III. See also references to Type 513 .   513B. The Land and Water Ship See analysis (513, 514): I a, b, c, (d); II; III.   513C. The Son of the Hunter I. The Worker's Secret. A mother reluctantly lets her son know that his father has been a hunter. The son becomes a hunter and is persecuted by a courtier who hated his father. II. The Tasks. The boy is assigned difficult tasks at the courtier's…"
514,The Shift of Sex,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=514,"The sister becomes a soldier in place of her brother. Marries the daughter of the king [K1837, K1322]. She is driven away and rescued by her companions. The change of sex in the ogress' house [ D11 ]. Marriage with the princess [ L161 ]."
515,The Shepherd,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=515,
