motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
X200,Humor dealing with tradesmen.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X210,Jokes about millers. (Cf. P443.),Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X220,Jokes about tailors. (Cf. P441.),Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X230,Jokes about butchers.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X240,Jokes about cobblers (shoemakers).,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X250,Jokes about other artisans and tradesmen.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with tradesmen,X200-X299
X300,Humor dealing with professions.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X310,Jokes on lawyers. (Cf. P422.),Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X330,Jokes on magistrates. (Cf. P421.),Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X350,Jokes on teachers.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X370,Jokes on scholars.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X410,Jokes on parsons. *Types 1725—1824; **Kristensen Vore Fædres,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X460,Humor concerning other professions.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor dealing with professions.,X300-X499
X500,Humor concerning other social classes.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X510,Jokes concerning usurers.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X520,Jokes concerning prostitutes.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X530,Jokes concerning beggars.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X540,Jokes on madmen. Irish myth: Cross.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X550,Jokes on secret societies.,Humor,HUMOR OF SOCIAL CLASSES,X200-X599,Humor concerning other social classes.,X500-X599
X600,Humor concerning races or nations.,Humor,Humor concerning races or nations,X600-X699,Humor concerning races or nations.,X600-X699
X610,Jokes concerning Jews.,Humor,Humor concerning races or nations,X600-X699,Humor concerning races or nations.,X600-X699
X650,Jokes concerning other races or nations.,Humor,Humor concerning races or nations,X600-X699,Humor concerning races or nations.,X600-X699
X680,Jokes concerning various cities.,Humor,Humor concerning races or nations,X600-X699,Humor concerning races or nations.,X600-X699
X700,Humor concerning sex.1,Humor,Humor concerning sex,X700-X799,Humor concerning sex,X700-X799
X750,Jokes on old maids. *Types 1475—1499; Hdwb. d. Abergl. I 334 s.v.,Humor,Humor concerning sex,X700-X799,Humor concerning sex,X700-X799
X760,Jokes on courtship.,Humor,Humor concerning sex,X700-X799,Humor concerning sex,X700-X799
X800,Humor based on drunkenness. Irish myth: *Cross; Icelandic: Boberg.,Humor,Humor based on drunkenness,X800-X899,Humor based on drunkenness.,X800-X899
X900,"Humor of lies and exaggeration. *Types 1875—1999; *Fb ""løgn"" II",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,HUMOR OF LIES AND EXAGGERATION1,X900-X1899
X910,Lie: the remarkable man. (Cf. F500—F599.) For bibliography of,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIE: THE REMARKABLE MAN — HIS BIRTH, GROWTH,",X910-X959
X920,Lie: the large man. (First ed. X1041.) *Type 852; BP II 516.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIE: THE REMARKABLE MAN — HIS BIRTH, GROWTH,",X910-X959
X930,Lie: remarkable person's physical powers and habits.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIE: THE REMARKABLE MAN — HIS BIRTH, GROWTH,",X910-X959
X940,Lie: remarkably strong man.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIE: THE REMARKABLE MAN — HIS BIRTH, GROWTH,",X910-X959
X960,Lie: remarkable person's skills.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: REMARKABLE PERSON'S SKILLS,X960-X1019
X980,Lie: occupational or professional skill.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: REMARKABLE PERSON'S SKILLS,X960-X1019
X1010,Lie: remarkable mental skills.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: REMARKABLE PERSON'S SKILLS,X960-X1019
X1020,Lie: remarkable possessions of remarkable man.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,REMARKABLE MAN'S EXTRAORDINARY POSSESSIONS,X1020-X1079
X1030,Lie: remarkable buildings. U.S.: *Baughman.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,REMARKABLE MAN'S EXTRAORDINARY POSSESSIONS,X1020-X1079
X1060,"Lie: other possessions of remarkable man. (Cf. X1215 [dog], X1235",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,REMARKABLE MAN'S EXTRAORDINARY POSSESSIONS,X1020-X1079
X1070,Extraordinary man's family.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,REMARKABLE MAN'S EXTRAORDINARY POSSESSIONS,X1020-X1079
X1080,Lie: occupations of remarkable man. (Cf. X980.),Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,Lie: occupations of remarkable man,X1080-X1099
X1100,Lie: the remarkable hunter.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: GREAT HUNTERS AND FISHERMEN,X1100-X1199
X1110,The wonderful hunt. (First ed. X921.) *Types 1890—1909; Wesselski,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: GREAT HUNTERS AND FISHERMEN,X1100-X1199
X1120,Lie: the great marksman. (Cf. F661.) U.S.: Baughman (X1120 and,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: GREAT HUNTERS AND FISHERMEN,X1100-X1199
X1130,"Lie: hunter's unusual experiences. Canada, U.S.: *Baughman.",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: GREAT HUNTERS AND FISHERMEN,X1100-X1199
X1150,Lies about fishing. (Cf. X1300.),Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIE: GREAT HUNTERS AND FISHERMEN,X1100-X1199
X1200,Lie: remarkable animals. Types 1875—1910.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1210,Lies about mammals.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1250,Lies about birds.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1280,Lies about insects.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1300,Lies about fish. (Cf. X1150.),Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1320,Lies about reptiles.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1340,Lie: extraordinary amphibia and other animals.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1370,Lies about imaginary animals.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT ANIMALS,X1200-X1399
X1400,"Lies about plants, fruits, vegetables, and trees.",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1410,"Lies about fruits. (Cf. X1402.1, X1405.)",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1420,Lies about vegetables.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1450,Lies about field crops.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1470,Lies about trees.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1480,Lies about flowers.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1490,Lie: miscellaneous plant motifs. U.S.: *Baughman.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,"LIES ABOUT PLANTS, FRUITS, VEGETABLES, AND TREES",X1400-X1499
X1500,Lies about geography and topography.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1510,Lies about land features.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1520,Lies about mountains and hills.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1530,Lies about remarkable soil.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1540,Lies about water features.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1550,Geography and topography—miscellaneous motifs.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1560,Lies about cities.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT GEOGRAPHY AND TOPOGRAPHY,X1500-X1599
X1600,Lies about weather and climate.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1610,Lies about winds and storms.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1620,Lies about cold weather. U.S.: *Baughman.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1630,Lies about hot weather. U.S.: *Baughman.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1640,Lies about dry weather.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1650,Lies about precipitation and dampness.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1660,Lies about climate.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES ABOUT WEATHER AND CLIMATE,X1600-X1699
X1700,Lies: logical absurdities. (Cf. J2200.),Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES: LOGICAL ABSURDITIES,X1700-X1799
X1710,Lies about numbers.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES: LOGICAL ABSURDITIES,X1700-X1799
X1720,"Absurd disregard of anatomy. (Cf. X1202, X1203, X1204.)",Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES: LOGICAL ABSURDITIES,X1700-X1799
X1740,Absurd disregard of natural laws.,Humor,HUMOR OF LIES AND EXAGGERATIONS,X900-X1899,LIES: LOGICAL ABSURDITIES,X1700-X1799
