motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
C430,Name tabu: prohibition against uttering the name of a person or,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C440,Origin tabu. Prohibition against mention of origin of person or thing.,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C450,Tabu: boasting. Irish: Beal XXI 328; Jewish: Neuman; India:,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C460,Laughing tabu. Type 451; BP I 71.—India: *Thompson-Balys;,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C480,Tabu: other vocal expressions.,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C490,Other speaking tabus.,Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C500,"Tabu: touching. Breton: Sébillot Incidents s.v. ""toucher"".",Motifs of Tabu,Tabu: touching,C500-C549,Tabu: touching,C500-C549
C510,Tabu: touching tree (plant). Breton: Sébillot Incidents s.v.,Motifs of Tabu,Tabu: touching,C500-C549,Tabu: touching,C500-C549
C520,Tabu: touching ground. (Cf. C516.) Hartland Science 197.—Irish,Motifs of Tabu,Tabu: touching,C500-C549,Tabu: touching,C500-C549
C530,Tabu: touching (miscellaneous).,Motifs of Tabu,Tabu: touching,C500-C549,Tabu: touching,C500-C549
C550,Class tabu. Missouri French: Carrière.,Motifs of Tabu,Class tabu,C550-C599,Class tabu,C550-C599
C560,Tabu: things not to be done by certain class. Irish Myth: Cross.,Motifs of Tabu,Class tabu,C550-C599,Class tabu,C550-C599
C600,Unique prohibition. A person is forbidden to do one particular,Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE FORBIDDEN THING,C600-C649
C610,"The one forbidden place. Breton: Sébillot Incidents s.v. ""interdits"".",Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE FORBIDDEN THING,C600-C649
C620,Tabu: partaking of the one forbidden object. India: Thompson-,Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE FORBIDDEN THING,C600-C649
C630,Tabu: the one forbidden time. India: Thompson-Balys.,Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE FORBIDDEN THING,C600-C649
C640,Unique prohibition—miscellaneous.,Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE FORBIDDEN THING,C600-C649
C650,"The one compulsory thing. Unless one does this one thing,",Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE COMPULSORY THING,C650-C699
C680,Other compulsions.,Motifs of Tabu,Unique prohibitions and compulsions,C600-C699,THE ONE COMPULSORY THING,C650-C699
C700,Miscellaneous tabus.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C710,Tabus connected with other-world journeys. Babylonian:,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C720,Tabu: attending toilet needs.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C730,Tabu: resting. India: Thompson-Balys.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C740,Tabu: doing deed of mercy or courtesy.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C750,Time tabus. India: Thompson-Balys.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C770,Tabu: overweening pride. Jewish: *Neuman.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C780,"Tabu: buying, selling, etc.",Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C810,Tabu: heeding persuasive person or thing.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C820,Tabu: finding certain secret.,Motifs of Tabu,Miscellaneous tabus,C700-C899,Miscellaneous tabus,C700-C899
C900,Punishment for breaking tabu. India: *Thompson-Balys.,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C910,Permanent sign of disobedience for breaking tabu. French,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C920,Death for breaking tabu. Type 311; BP I 398ff (Grimm No.,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C930,Loss of fortune for breaking tabu. Irish myth: Cross; India:,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C940,"Sickness or weakness for breaking tabu. Fb ""sygdom"" III",Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C950,Person carried to other world for breaking tabu.,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C960,Transformation for breaking tabu. India: *Thompson-Balys;,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
C980,Miscellaneous punishments for breaking tabu.,Motifs of Tabu,Punishment for breaking tabu,C900-C999,Punishment for breaking tabu.,C900-C999
D0,Transformation (general). *MacCulloch Childhood 149ff.; *Wimberley,Magic,TRANSFORMATION,D0-D699,,
D10,"Transformation to person of different sex. *H. Gaidoz ""Du changement de",Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D20,Transformation to person of different social class. Irish myth: *Cross.,Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D30,Transformation to person of different race.,Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D40,Transformation to likeness of another person. *Type 363; BP III 534 n.,Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D50,"Magic changes in man himself. Irish: Plummer clxxxiv (changes in form,",Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D90,Transformation: man to different man—miscellaneous.,Magic,TRANSFORMATION,D0-D699,Transformation: man to different man.,D10-D99
D100,"Transformation: man to animal. *BP II 60, III 8f.; *Dh III 284ff.,",Magic,TRANSFORMATION,D0-D699,Transformation: man to animal.,D100-D199
D110,"Transformation: man to wild beast (mammal). *Dh III 446ff., Greek:",Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: MAN TO MAMMAL,D110-D149
D130,Transformation: man to domestic beast (mammal).,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: MAN TO MAMMAL,D110-D149
D150,"Transformation: man to bird. (Cf. B644.)—*Types 405, 432, 665; BP",Magic,TRANSFORMATION,D0-D699,Transformation: man to animal.,D100-D199
D170,"Transformation: man to fish. *Types 555, 665; BP I 139; *Fb ""fisk"";",Magic,TRANSFORMATION,D0-D699,Transformation: man to animal.,D100-D199
D180,Transformation: man to insect. Cosquin études 527ff.; Irish:,Magic,TRANSFORMATION,D0-D699,Transformation: man to animal.,D100-D199
D190,Transformation: man to reptiles and miscellaneous animals.,Magic,TRANSFORMATION,D0-D699,Transformation: man to animal.,D100-D199
D200,"Transformation: man to object. Burton Nights I 69, 163, IX 318, S V",Magic,TRANSFORMATION,D0-D699,Transformation: man to object.,D200-D299
D210,Transformation: man to vegetable form.,Magic,TRANSFORMATION,D0-D699,Transformation: man to object.,D200-D299
D230,Transformation: man to a mineral form.,Magic,TRANSFORMATION,D0-D699,Transformation: man to object.,D200-D299
D250,Transformation: man to manufactured object.,Magic,TRANSFORMATION,D0-D699,Transformation: man to object.,D200-D299
D270,Transformation: man to object—miscellaneous.,Magic,TRANSFORMATION,D0-D699,Transformation: man to object.,D200-D299
D300,Transformation: animal to person. *Goerke Ueber Tierverwandlungen,Magic,TRANSFORMATION,D0-D699,Transformation: animal to person.,D300-D399
D310,Transformation: wild beast (mammal) to person. Irish myth: *Cross.,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: MAMMAL TO PERSON,D310-D349
D330,Transformation: domestic beast (mammal) to person.,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: MAMMAL TO PERSON,D310-D349
D350,Transformation: bird to person. Tobler 79.—Irish myth: *Cross;,Magic,TRANSFORMATION,D0-D699,Transformation: animal to person.,D300-D399
D370,"Transformation: fish to man. India: Thompson-Balys; Chinese: Graham,",Magic,TRANSFORMATION,D0-D699,Transformation: animal to person.,D300-D399
D380,Transformation: insect to person.,Magic,TRANSFORMATION,D0-D699,Transformation: animal to person.,D300-D399
D390,Transformation: reptiles and miscellaneous animals to persons.,Magic,TRANSFORMATION,D0-D699,Transformation: animal to person.,D300-D399
D400,Other forms of transformation.,Magic,TRANSFORMATION,D0-D699,Other forms of transformation.,D400-D499
D410,Transformation: one animal to another. India: Thompson-Balys; Jewish:,Magic,TRANSFORMATION,D0-D699,Other forms of transformation.,D400-D499
D420,Transformation: animal to object. India: Thompson-Balys; Koryak:,Magic,TRANSFORMATION,D0-D699,Other forms of transformation.,D400-D499
D430,Transformation: object to person.,Magic,TRANSFORMATION,D0-D699,Other forms of transformation.,D400-D499
D440,Transformation: object to animal. India: Thompson-Balys.,Magic,TRANSFORMATION,D0-D699,Other forms of transformation.,D400-D499
D450,Transformation: object to another object. India: Thompson-Balys;,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: OBJECT TO OBJECT,D450-D499
D470,Transformation: material of object changed. India: Thompson-Balys.,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: OBJECT TO OBJECT,D450-D499
D480,Size of object transformed. Irish myth: Cross.,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: OBJECT TO OBJECT,D450-D499
D490,Miscellaneous forms of transformation.,Magic,TRANSFORMATION,D0-D699,TRANSFORMATION: OBJECT TO OBJECT,D450-D499
D500,Means of transformation—general.,Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D510,Transformation by breaking tabu. Tahiti: Beckwith Myth 468; Eskimo,Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D520,Transformation through power of the word.,Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D530,"Transformation by putting on skin, clothing, etc.",Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D550,Transformation by eating or drinking. *MacCulloch Childhood,Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D560,Transformation by various means.,Magic,TRANSFORMATION,D0-D699,Means of transformation,D500-D599
D600,Miscellaneous transformation incidents.,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D610,Repeated transformation. Transformation into one form after another.,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D620,Periodic transformation. A person or thing is transformed at definite,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D630,"Transformation and disenchantment at will. See, in general, references",Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D640,Reasons for voluntary transformation.,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D660,Motive for transformation of others.,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D670,Magic flight. Irish myth: Cross; *Krappe The Legend of Walther and,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D680,Miscellaneous circumstances of transformation.,Magic,TRANSFORMATION,D0-D699,Miscellaneous transformation incidents,D600-D699
D700,"Person disenchanted. Types 314, 402, 434*, 442, 502; *Hdwb. d.",Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D710,"Disenchantment by rough treatment. Types 507A, 507C; India:",Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D720,Disenchantment by removing (destroying) covering of enchanted,Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D730,Disenchantment by submission. The helper must submit to the will of the,Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D750,Disenchantment by faithfulness of others. Irish myth: Cross.,Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D760,Disenchantment by miscellaneous means.,Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D790,Attendant circumstances of disenchantment.,Magic,Disenchantment,D700-D799,Disenchantment,D700-D799
D800,Magic object. *Toldo Studien zur vgl. Littgsch. VIII 60ff.; *Siuts 89ff.;,Magic,MAGIC OBJECTS,D800-D1699,Ownership of magic objects.,D800-D899
D810,Magic object a gift. *BP I 361; *Aarne JSFO XXVII 1—96.—Irish,Magic,MAGIC OBJECTS,D800-D1699,ACQUISITION OF MAGIC OBJECT,D810-D859
D830,Magic object acquired by trickery. *Chauvin VII 38 No. 212B;,Magic,MAGIC OBJECTS,D800-D1699,ACQUISITION OF MAGIC OBJECT,D810-D859
D840,"Magic object found. Types 561, 590; Hartland Perseus III 201; India:",Magic,MAGIC OBJECTS,D800-D1699,ACQUISITION OF MAGIC OBJECT,D810-D859
D850,Magic object otherwise obtained.,Magic,MAGIC OBJECTS,D800-D1699,ACQUISITION OF MAGIC OBJECT,D810-D859
D860,Loss of magic object. *Aarne MSFO XXV I—200 passim; Bolte Zs. f.,Magic,MAGIC OBJECTS,D800-D1699,Ownership of magic objects.,D800-D899
D880,Recovery of magic object. *Bolte Zs. f. Vksk. XVIII 452 n. 3; *Aarne,Magic,MAGIC OBJECTS,D800-D1699,Ownership of magic objects.,D800-D899
D900,Magic weather phenomena.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D910,Magic body of Water. *A. Hertel Verzauberte Oertlichkeiten (Hannover,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D930,"Magic land features. *Hertel Verzauberte Oertlichkeiten (Hannover,",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D940,Magic forests.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D950,"Magic tree. *Types 330, 510, 511; BP II 188 n. 1; Dh II 10, 30ff.; A. F.",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D960,Magic gardens and plants.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D980,Magic fruits and vegetables.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D990,Magic bodily members—human. N. A. Indian: Thompson Tales 318 n.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC BODILY MEMBERS,D990-D1029
D1010,Magic bodily members—animal. Jewish: *Neuman.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC BODILY MEMBERS,D990-D1029
D1030,"Magic food. *Fb ""tønde"" III 934b, ""mad"" II 525a, ""styrke"" III 630a.—",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1040,"Magic drink. *MacCulloch Childhood 70—72; *Fb ""drikke"" I 204b,",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1050,"Magic clothes. BP II 527 n. 1.—Breton: Sébillot Incidents s.v. ""habit"",",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1070,"Magic ornaments. Tawney I 300, II 150; De Cock Studien 156; Encyc.",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1080,"Magic weapons. Irish: *Cross, Plummer clxxxv; Icelandic: *Boberg;",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1110,Magic conveyances.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1150,Magic furniture. BP II 527.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1170,Magic utensils and implements. Penzer IV 248.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1210,Magic musical instruments. Finnish: Kalevala rune 41; India:,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1240,"Magic waters and medicines. *Types 331, 513, 551, 576****;",Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1250,Miscellaneous magic objects.,Magic,MAGIC OBJECTS,D800-D1699,Kinds of magic objects.,D900-D1299
D1300,Magic object gives supernatural wisdom.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECTS EFFECT CHANGES IN PERSONS,D1300-D1379
D1310,Magic object gives supernatural information.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECTS EFFECT CHANGES IN PERSONS,D1300-D1379
D1330,Magic object works physical change.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECTS EFFECT CHANGES IN PERSONS,D1300-D1379
D1350,Magic object changes person's disposition.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECTS EFFECT CHANGES IN PERSONS,D1300-D1379
D1360,Magic object effects temporary change in person.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECTS EFFECT CHANGES IN PERSONS,D1300-D1379
D1380,Magic object protects. **Seligmann 72ff.—Irish myth: *Cross.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1390,Magic object rescues person. Missouri French: Carrière.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1400,Magic object overcomes person.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECT GIVES POWER OVER OTHER PERSONS,D1400-D1439
D1410,Magic object renders person helpless.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECT GIVES POWER OVER OTHER PERSONS,D1400-D1439
D1420,Magic object draws person (thing) to it.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECT GIVES POWER OVER OTHER PERSONS,D1400-D1439
D1430,Magic object pursues or captures.,Magic,MAGIC OBJECTS,D800-D1699,MAGIC OBJECT GIVES POWER OVER OTHER PERSONS,D1400-D1439
D1440,Magic object gives power over animals.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1450,"Magic object furnishes treasure. Handwb. d. Abergl. II ""Geldzauber"";",Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1470,Magic object as provider.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1500,Magic object controls disease. Irish myth: Cross.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1520,Magic object affords miraculous transportation. *Aarne MSFO,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1540,Magic object controls the elements. Chinese: Graham.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1550,Magic object miraculously opens and closes.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1560,Magic object performs other services for owner.,Magic,MAGIC OBJECTS,D800-D1699,Function of magic objects.,D1300-D1599
D1600,Automatic object.,Magic,MAGIC OBJECTS,D800-D1699,AUTOMATIC MAGIC OBJECTS,D1600-D1649
D1610,"Magic speaking objects. *Günter 242 s.v. ""redend""; *Fb ""tale"" III",Magic,MAGIC OBJECTS,D800-D1699,AUTOMATIC MAGIC OBJECTS,D1600-D1649
D1620,Magic automata. Statues or images that act as if alive. (Cf. D1523.2.8.),Magic,MAGIC OBJECTS,D800-D1699,AUTOMATIC MAGIC OBJECTS,D1600-D1649
D1640,Other automatic objects.,Magic,MAGIC OBJECTS,D800-D1699,AUTOMATIC MAGIC OBJECTS,D1600-D1649
D1650,Other characteristics of magic objects.,Magic,MAGIC OBJECTS,D800-D1699,Characteristics of magic objects.,D1600-D1699
D1700,"Magic powers. *Kittredge Witchcraft passim; Fb ""kunst"" II 331;",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199
D1710,Possession of magic powers. (Cf. D800.) Hdwb. d. Märchens II,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Possession and means of employment of magic powers.,D1710-D1799
D1720,Acquisition of magic powers. (Cf. D810.) Eskimo (Greenland): Rink,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Possession and means of employment of magic powers.,D1710-D1799
D1740,Loss of magic power.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Possession and means of employment of magic powers.,D1710-D1799
D1750,Other characteristics of magic power.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Possession and means of employment of magic powers.,D1710-D1799
D1760,Means of producing magic power.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Possession and means of employment of magic powers.,D1710-D1799
D1810,Magic knowledge. (Cf. D1310.) India: Thompson-Balys; Eskimo,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1820,Magic sight and hearing. (Cf. D1331.) *Kittredge Witchcraft 185ff.;,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1830,Magic strength. (Cf. D1335.) Irish myth: *Cross; Jewish: Neuman;,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1840,Magic invulnerability. **Otto Berthold Die Unverwundbarkeit in Sage,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1850,Immortality. (Cf. D1346.) Irish myth: *Cross; Jewish: Neuman; India:,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1860,"Magic beautification. BP I 86ff., 99ff., 165ff., 207ff. (Gr. Nos. 11, 13,",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1870,"Magic hideousness. (Cf. D1337, D1860, M400.) See references to",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1880,"Magic rejuvenation. Irish: Plummer clxxxiv, *Cross; Icelandic:",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1890,"Magic aging. (Cf. D1857.) Fb ""ungdom"" III 979b; *Loomis White",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1900,"Love induced by magic. (Cf. D1355, D1825.1.2.) *Type 580;",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1910,Magic memory. Penzer I 12 n. 1; Irish myth: *Cross; Jewish: Neuman.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1920,Other permanent magic characteristics.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,LASTING MAGIC QUALITIES,D1800-D1949
D1960,"Magic sleep. *Type 410; *BP I 440, III 261; *Fb ""sove"" III 472b. Irish:",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,TEMPORARY MAGIC CHARACTERISTICS,D1950-D2049
D1980,Magic invisibility. *Type 306; *Bolte Reise der Söhne Giaffers 214;,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,TEMPORARY MAGIC CHARACTERISTICS,D1950-D2049
D2000,"Magic forgetfulness. *Cox Cinderella 511; *Kittredge Witchcraft 55,",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,TEMPORARY MAGIC CHARACTERISTICS,D1950-D2049
D2020,"Magic dumbness. Breton: Sébillot Incidents s.v. ""muet""; Spanish",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,TEMPORARY MAGIC CHARACTERISTICS,D1950-D2049
D2030,Other temporary magic characteristics.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,TEMPORARY MAGIC CHARACTERISTICS,D1950-D2049
D2050,Destructive magic power.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,DESTRUCTIVE MAGIC POWERS,D2050-D2099
D2060,"Death or bodily injury by magic. (Cf. C920f., D1207.1, D1400,",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,DESTRUCTIVE MAGIC POWERS,D2050-D2099
D2070,"Bewitching. (Cf. D5, G200.) **Kittredge Witchcraft.—Irish myth:",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,DESTRUCTIVE MAGIC POWERS,D2050-D2099
D2080,Magic used against property.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,DESTRUCTIVE MAGIC POWERS,D2050-D2099
D2090,Other destructive magic powers.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,DESTRUCTIVE MAGIC POWERS,D2050-D2099
D2100,Magic wealth. (Cf. D1450.) India: Thompson-Balys; Chinese: Graham.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Other manifestations of magic power,D2100-D2149
D2120,"Magic transportation. *Type 400, 566; Chauvin V 231 No. 130 n.",Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Other manifestations of magic power,D2100-D2149
D2140,Magic control of the elements. (Cf. D1540.) *Kittredge Witchcraft,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Other manifestations of magic power,D2100-D2149
D2150,Miscellaneous magic manifestations.,Magic,MAGIC POWERS AND MANIFESTATIONS,D1700-D2199,Miscellaneous magical manifestations,D2150-D2199
E0,Resuscitation. Zwierzina Die Legenden der Märtyrer vom unzerstörbaren,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E10,Resuscitation by rough treatment.,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E30,Resuscitation by arrangement of members. Parts of a dismembered corpse,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E50,Resuscitation by magic. Irish myth: Cross; Icelandic: *Boberg; India:,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E80,"Water of Life. Resuscitation by water. Types 550, 551; *BP I 513, II 400;",The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E90,Tree of Life. (Cf. D950.) Resuscitation by touching its branches.,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E100,Resuscitation by medicines. Greek: Aeschylus Agamemnon line 1020;,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E120,Other means of resuscitation.,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E150,Circumstances of resuscitation.,The Dead,Resuscitation,E0-E199,Resuscitation,E0-E199
E200,"Malevolent return from the dead. *Fb ""spøgelse"" III 520b; *Carrington",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E210,Dead lover's malevolent return. *R. Arbesmann The Dead Bridegroom in,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E220,"Dead relative's malevolent return. *Fb ""spøgelse"" III 520b; Lithuanian:",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E230,Return from dead to inflict punishment.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E250,Bloodthirsty revenants.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E260,Other malevolent revenants.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E280,Ghosts haunt buildings. (Cf. H1411.),The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
E290,Malevolent return from the dead—miscellaneous.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Malevolent return from the dead.,E200-E299
